objectId,label
14475,KANOM CAFE COMPANY LIMITED
14476,"KAO INDUSTRIAL (THAILAND) CO., LTD."
14477,KASEM KIJ COMPANY LIMITED
14478,"KAWIN APPRAISAL CO., LTD."
14479,KENG SENG COMPANY LIMITED
14480,"KERRY SIAM SEAPORT CO.,LTD."
14481,KERRY-APEX(THAILAND) COMPANY LIMITED
14482,KHON KAEN FISHING NET FACTORY COMPANY LIMITED
14509,Khon Kaen University(Nongkhai Campus)
14483,KHONTAMWEB DOT COM COMPANY LIMITED
14510,Khun Akachai
14484,KIANG HUAT SEA GULL TRADING FROZEN FOOD PUBLIC COMPANY LIMITED
14485,KING POWER CLICK COMPANY LIMITED
14486,KING POWER MAHANAKHON COMPANY LIMITED
14487,KING TELECOM PUBLIC COMPANY LIMITED
14488,"KITAGAWA (THAILAND) CO., LTD."
14489,"KITRUNGROENG CONSTRUCTION LTD.,PART."
14490,KM X TEN COMPANY LIMITED
14491,"KNIGHT FRANK CHARTERED (THAILAND) CO., LTD."
26052,"KOBCHOCK SERVICES CO., LTD"
14492,"KOKO GLOBAL HOSPITALITY (THAILAND) CO., LTD."
14493,KOMPASS ACCOUNTING COMPANY LIMITED
14494,KPY DEVELOPMENT COMPANY LIMITED
24539,"Kriangthaiwatana Group Co., Ltd."
14495,KRIENG THAI WATANA GROUP COMPANY LIMITED
14511,Krirk University
14496,"KRIRNG THAVORN CONTAINER CO., LTD."
14497,"KRITTIYA CO., LTD."
14498,KRUNG THAI BANK PUBLIC COMPANY LIMITED
14499,KRUNGTHAI XSPRING SECURITIES COMPANY LIMITED
14500,KT MEDICAL SERVICE PUBLIC COMPANY LIMITED
14501,KTB GENERAL SERVICES AND SECURITY COMPANY LIMITED
14502,KUMWELL CORPORATION PUBLIC COMPANY LIMITED
14503,KURIHARA SYNTECH COMPANY LIMITED
26109,"KURIHARA(THAILAND) CO., LTD."
14504,KURITA-GK CHEMICAL COMPANY LIMITED
14505,KUROTA (THAILAND) COMPANY LIMITED
14506,"KYB (THAILAND) CO., LTD."
14507,KYOUEI COMPANY LIMITED
24698,LAMBRETTA GROUP (THAILAND) COMPANY LIMITED
14512,"LAND AND HOUSES FUND MANAGEMENT CO.,LTD."
14513,LANSIN COMPANY LIMITED
14514,LAZADA LTD.
14515,LE SIAM INTERNETWORK COMPANY LIMITED
14516,"LEARN EDUCATION CO.,LTD."
14524,"Lee machine tools Co., Ltd."
14525,Legal Execution Department
14517,LEKISE LIGHTING LTD.
14518,LENSO WHEEL COMPANY LIMITED
14519,"LIEBHERR (THAILAND) CO., LTD."
14520,LIVE A CAR SERVICE COMPANY LIMITED
14521,"LIVING JOY CO., LTD."
14522,LME COMPANY LIMITED
14523,LOTUS TECHNOLOGY COMPANY LIMITED
14526,M M N SYNDICATE OFFICE COMPANY LIMITED
26068,"M TOUCHE (THAILAND) CO.,LTD."
14527,M.C.S.STEEL PUBLIC COMPANY LIMITED
14528,"M.E.C. ENGINEERING CO., LTD."
25200,M.K. REAL ESTATE DEVELOPMENT PUBLIC COMPANY LIMITED
14529,"M.T.R.ASSET MANAGERS CO., LTD."
14530,M.WATER COMPANY LIMITED
14531,"MADEENAH FARM MARKETING CO., LTD."
14584,Mae Fah Luang Foundation Under Royal Patronage
14582,Mae Fah Luang Foundation Under Royal Patronage (Doitung)
14583,Mae Fah Luang Foundation Under Royal Patronage (SAP)
14532,"MAGURO GROUP CO.,LTD."
14533,"MAHA PORN NAKORN CO., LTD."
14534,MAJOR CENEPLEX GROUP PUBLIC COMPANY LIMITED
14585,Major Development Estate COMPANY LIMITED
14536,MAJOR DEVELOPMENT PUBLIC COMPANY LIMITED
14535,MANA DEVELOPMENT COMPANY LIMITED
14537,"MANEE MONGKOL IMPORT - EXPORT CO., LTD."
22830,"MANGO CONSULTANT CO.,LTD."
14538,MANO YONT CHAI COMPANY LIMITED
14586,Manop
26832,MAPSDESIGN STUDIO BKK COMPANY LIMITED
14539,MAR SUN PUBLIC COMPANY LIMITED
14540,"MARINER THAI TRAINING CENTER CO.,LTD."
14541,MARKET CONNECTIONS ASIA COMPANY LIMITED
14587,"Marui Real Estate Co., Ltd."
14542,MARUKA MACHINERY (THAILAND) COMPANY LIMITED
14543,"MASSTEC LINK CO.,LTD."
14544,MASTER STYLE PUBLIC COMPANY LIMITED
14545,MATRIX CONSULTANT COMPANY LIMITED
14546,"MATSUDAIRA HEALTHCARE GROUP CO., LTD."
14547,MAXXIS INTERNATIONAL (THAILAND) COMPANY LIMITED
14548,MBK LIFE ASSURANCE
14549,MBK PUBLIC COMPANY LIMITED
14550,MC GROUP PUBLIC COMPANY LIMITED
14551,MCOT PUBLIC COMPANY LIMITED
14552,"MECT HOLDING CO., LTD."
14553,MEDICA SOLUTION (THAILAND) COMPANY LIMITED
14554,MEDICAL RESEARCH NETWORK FOR SOCIAL COMPANY LIMITED
14555,"MEGA CANVAS CO., LTD."
14556,"MEIKO TRANS (THAILAND) CO., LTD."
14557,MEKONG INSTITUTE
14558,MELLOW INNOVATION COMPANY LIMITED
14559,"METROPOLITAN WATER AND SERVICES CO., LTD."
14560,MICRO LEASING
14561,"MICRO PLUS LEASING CO., LTD."
14562,"MIKI SIAMESE INTERNATIONAL CO., LTD."
14563,MIND SOLUTION AND SERVICE COMPANY LIMITED
14588,Ministry of Finance
14564,"MIRACLE INTERTRADE CO.,LTD."
14565,"MITR KASETR INDUSTRY CO., LTD."
14566,"MITSUBISHI ELECTRIC KANG YONG WATANA CO., LTD."
14567,MMM CAPITAL PUBLIC COMPANY LIMITED
14568,MODERN CASS INTERNATIONAL COSMETICS COMPANY LIMITED
14569,MODERN FORM GROUP PUBLIC COMPANY LIMITED
14570,MODERN TAGE COMPANY LIMITED
14571,MONTRI TRANSPORT CORPORATION PUBLIC COMPANY LIMITED
14572,MOSHI MOSHI RETAIL CORPORATION PUBLIC COMPANY LIMITED
14573,MOTIF TECHNOLOGY PUBLIC COMPANY LIMITED
14574,"MOTOVARIO AND SPAGGIARI GEARMOTOR CO.,LTD."
14575,MRT ADVISORY COMPANY LIMITED
14576,"MUANG SA-AAD CO., LTD."
14577,MULLIKA INTER FOOD COMPANY LIMITED
14578,MULTILINK CORPORATION LTD.
14579,MURAKAMI AMPAS (THAILAND) COMPANY LIMITED
26767,Museum of Сontemporary Art (MOCA)
14589,"Myanmar Information Highway Co., Ltd."
14580,"MYCHA CO., LTD."
14581,MYHR COMPANY LIMITED
14590,N.A.C. TRADING COMPANY LIMITED
14591,NA CALTECHNOLOGIES COMPANY LIMITED
14646,Nadao Bangkok Company Limited
14647,Naewna Newspaper
14592,NAGASE (THAILAND) COMPANY LIMITED
14593,NAKORN PLUS CONSTRUCTION COMPANY LIMITED
18135,NAMYONG TERMINAL PUBLIC COMPANY LIMITED
14594,"NANGRONG GAS LTD.,PART."
14595,NANMEBOOKS COMPANY LIMITED
14596,"NANO SMART SOLUTION CO., LTD."
14597,NANO TECHNOLOGY COMPANY LIMITED
14598,NAP BIOTEC COMPANY LIMITED
14648,Narinukun School
14599,NATHALIN COMPANY LIMITED
26111,National Cyber Security Agency
14600,NATIONAL ITMX COMPANY LIMITED
14601,NATIONAL POWER PLANT 5 A COMPANY LIMITED
26019,National Statistical Office
14602,NATIONAL TELECOM PUBLIC COMPANY LIMITED
14603,"NATURAL ENERGY TECH CO., LTD."
14604,NAVA NAKORN PUBLIC COMPANY LIMITED
14605,NC MACHINERY COMPANY LIMITED
14606,NEC CORPORATION (THAILAND) LTD.
14607,NEO CORPORATE PUBLIC COMPANY LIMITED
14608,NEP REALTY AND INDUSTRY PUBLIC COMPANY LIMITED
14609,NESIC (Thailand) Ltd.
14610,NESTIFLY COMPANY LIMITED
14611,"NET-COM PROFESSIONAL CO., LTD."
14612,NETBAY PUBLIC COMPANY LIMITED
14613,NETCONSULT COMPANY LIMITED
14614,NETMARKS (THAILAND) COMPANY LIMITED
14615,"NETSYS & COMPUTER CO., LTD."
14616,NEW STAR FROZEN FOODS(THAILAND) COMPANY LIMITED
14617,NEX POINT PUBLIC COMPANY LIMITED
14618,"NEXATECH CO., LTD."
14619,NEXTGENIT COMPANY LIMITED
14620,"NGOW HOCK CO., LTD."
14621,NHK SPRING (THAILAND) COMPANY LIMITED
14622,NICE CALL PUBLIC COMPANY LIMITED
14623,"NICHE-EST SOLUTION (THAILAND) CO., LTD."
14624,"NIDEC TECHNO MOTOR (THAILAND) CO., LTD."
14625,NIKKA RUBBER&PLASTIC (THAILAND) COMPANY LIMITED
14626,"NIKKISO MEDICAL (THAILAND) CO., LTD."
14627,NIPPON EXPRESS NEC LOGISTICS [THAILAND] COMPANY LIMITED
14628,NIRVANA DEVELOPMENT PUBLIC COMPANY LIMITED
14629,NISHIO RENT ALL (THAILAND) COMPANY LIMITED
14630,NITAS TESSILE COMPANY LIMITED
14631,NL DEVELOPMENT PUBLIC COMPANY LIMITED
14632,NOPPADOL S GROUP COMPANY LIMITED
14633,NORTH STAR INTER TECH COMPANY LIMITED
14634,"NORTHERN FOOD COMPLEX CO., LTD."
14635,NORTHLAND DEVELOPMENT COMPANY LIMITED
14636,"NOTUS IT SOLUTION CO., LTD."
14637,NOVA ORGANIC PUBLIC COMPANY LIMITED
14649,"Novation Co., Ltd"
14638,"NPB DIGITAL CO., LTD."
14639,"NPS INDUSTRIAL SERVICE CO., LTD."
14640,"NSL BAKE A WISH CO., LTD."
14641,"NSL Foods Public Co., Ltd."
14642,NST COIL CENTER (THAILAND) COMPANY LIMITED
14643,NU SKIN PERSONAL CARE (THAILAND) LTD.
14644,NUTRITION PROFESS COMPANY LIMITED
14645,NYK BUSINESS SYSTEMS (THAILAND) COMPANY LIMITED
14650,O C C PUBLIC COMPANY LIMITED
14651,OCEAN GLASS PUBLIC COMPANY LIMITED
14652,OCEAN LIFE INSURANCE PUBLIC COMPANY LIMITED
14663,Office for National Education Standards and Quality Assessment (Public Organization)
14653,OFFICE KEEPER COMPANY LIMITED
14664,Office of Atoms for Peace
14665,"Office of Contemporary Art and Culture, Ministry of Culture"
14666,Office of Insurance Commission (OIC)
26135,Office of Natural Resources and Environment Policy and Planning
14667,Office of Natural Resources and Environmental Policy and Planning
14654,OFFICEMATE (THAI) LIMITED
14655,OLIVIA LIVING COMPANY LIMITED
14656,"ONE TWO SERVICES CO., LTD."
14657,ONEDEE SOLUTION COMPANY LIMITED
14668,Online Customers
14658,OPSTA (THAILAND) COMPANY LIMITED
14659,"OPTIMAL TECH CO., LTD."
21281,OPTIMIZED SOLOTION COMPANY LIMITED
14660,OPTIMIZED SOLOTION COMPANY LIMITED
14661,OSHINEI ENTERPRISE COMPANY LIMITED
14662,"OSS 3O CO., LTD."
14669,P C L HOLDING PUBLIC COMPANY LIMITED
14670,P P & P HOLDING COMPANY LIMITED
14671,"P QUALITY MACHINE PARTS CO., LTD."
14672,"P.C.T.LABORATORY SERVICE CO., LTD."
14673,P.F.P. TRADING COMPANY LIMITED
14674,P.N.V.INNOTECH COMPANY LIMITED
14675,"P.S. SOLUTIONS AND CONSULTING CO.,LTD."
14676,PACMET AEROSPACE COMPANY LIMITED
14677,"PACRIM LEADERSHIP CENTER CO., LTD."
14678,"PANUS ELECTRIC CO.,LTD."
14679,PAP GAS ONE COMPANY LIMITED
14680,PATANA INTERCOOL COMPANY LIMITED
14681,"PATCO LAND CO., LTD."
14682,"PATTAYA AI TERMINAL CO., LTD."
14683,PCL HOSPITALITY COMPANY LIMITED
14684,"PEABERRY THAI CO., LTD."
14685,PEACE & LIVEVING PUBLIC COMPANY LIMITED
14686,PEARL SEA TRAVEL COMPANY LIMITED
14687,PENA HOUSE PUBLIC COMPANY LIMITED
14688,"PETCHEM SUPPLY CO., LTD."
14689,PHELPS DODGE INTERNATIONAL (THAILAND) LIMITED
14691,PHILLIP SECURITIES (THAILAND) PUBLIC COMPANY LIMITED
14690,PHOL DHANYA PUBLIC COMPANY LIMITED
14692,"PHRAE ENGINEERING CO., LTD."
14741,Phranakhon Rajabhat University
14693,PHUKET VILLA CORPORATION COMPANY LIMITED
14694,PHUKET VILLA HOTEL COMPANY LIMITED
14742,Phyathai Paolo Hospital Group
14695,PI SECURITIES PUBLIC COMPANY LIMITED
14696,"PIDO INTERNATIONAL CO., LTD."
14697,PILLIP LIFE ASSURANCE PUBLIC COMPANY LIMITED
14698,PIPATKORN COMPANY LIMITED
14699,"PJ GROUP HOLDING CO., LTD."
14700,PKF HOLDINGS (THAILAND) COMPANY LIMITED
14701,PLAN B ELEVEN COMPANY LIMITED
14702,PLAN B MEDIA PUBLIC COMPANY LIMITED
14703,PLANET T AND S COMPANY LIMITED
14704,"PLANETCLOUD CO., LTD."
14743,Playing Cards Factory
14705,PLUK PHAK PRAW RAK MAE PUBLIC COMPANY LIMITED
14706,PM (PRAWET) COMPANY LIMITED
14707,PM GROUP LTD.
14708,PNS CREATION LIMITED PARTNERSHIP
14709,"POCKET ROCKET CO., LTD."
14744,Police Hospital
14710,POWERTECH ENGINE ASSEMBLY COMPANY LIMITED
14711,"PPP IT SOLUTION CO., LTD."
14712,PPSD CONSTRUCTION COMPANY LIMITED
14745,Prachapat Hospital (IMH Thonburi Hospital)
14713,"PRAPHASSORN PROPERTY CO.,LTD."
14714,PRARAM 9 HOSPITAL PUBLIC COMPANY LIMITED
14715,"PRARAM3 ALL SOFTWARE SYSTEM CO., LTD."
14716,PRE-BUILT PUBLIC COMPANY LIMITED
14717,PREMIUM ENERGY CORPORATION COMPANY LIMITED
14718,"PREMIUM GOLD YAOWARAT CO., LTD."
14719,PRESIDENT BAKERY PUBLIC COMPANY LIMITED
14746,"Preyakij Co., Ltd,"
14720,PRG CORPORATION PUBLIC COMPANY LIMITED
14721,PRIME FACTOR CONSULTING COMPANY LIMITED
14722,PRIME ROAD POWER PUBLIC COMPANY LIMITED
14723,PRIME SOLUTION AND SERVICES COMPANY LIMITED
14724,"PRIME X CO., LTD."
14725,"PRIMUS AUTOHAUS PATTAYA CO., LTD."
21279,"Prince of Songkla University, Surat Thani Campus."
14726,PRIZE OF WOOD GREEN ENERGY COMPANY LIMITED
14727,PRO INSIDE COMPANY LIMITED
14729,PRO INSIDE PUBLIC COMPANY LIMITED
26742,"PRO WORK RETAIL CO.,LTD"
14728,PROFESSIONAL COMPUTER COMPANY LIMITED
14730,PROGRESS SERVICE & REPAIRS LIMITED PARTNERSHIP
14731,"PROSPER ENGINEERING CO., LTD."
14732,PROTOLLCALL ADVANCED SERVICES COMPANY LIMITED
14733,"PROUD HOSPITALITY CO., LTD."
14734,PROUD REAL ESTATE PUBLIC COMPANY LIMITED
14747,"Proximity Designs Co., Ltd."
14748,"Proximity Finance Microfinance Co., Ltd."
14735,PRTR GROUP PUBLIC COMPANY LIMITED
14736,"PS ELECTRIC AND CONSTRUCTION CO., LTD."
14737,PS ENGINEERING CONSULTANTS COMPANY LIMITED
14738,PSD CONSTRUCTION 2011 COMPANY LIMITED
14739,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED
14740,PUMPKIN CORPORATION COMPANY LIMITED
14749,"QR TECH CO., LTD."
14750,"QUALITY PLUS BIOMEDTECH CO., LTD."
14751,R T B TECHNOLOGY COMPANY LIMITED
14752,R V CONNEX COMPANY LIMITED
14753,RABBIT LIFE INSURANCE PUBLIC COMPANY LIMITED
14754,RACER ELECTRIC (THAILAND) COMPANY LIMITED
14755,RAINBOW SIX COMPANY LIMITED
14784,Rainbow Sky Association of Thailand (RSAT)
14785,Rajamangala University of Technology Isan Nakhon Ratchasima
14786,Rajdumnern Contemporary Art Center
14756,"RAKBANKERD CO., LTD."
18136,"RAMBUTTRI RUNGRUANG CO., LTD"
14757,RAMING TEA COMPANY LIMITED
14758,RAPBIZZ DIRECT COMPANY LIMITED
14759,"RASA TOWER CO., LTD."
14760,RATCH PATHANA ENERGY PUBLIC COMPANY LIMITED
14761,"RATIONAL CONSULTING CO.,LTD."
14763,"RAX INTERDIAQNOSTIC CO., LTD."
14762,RAYONG CIVIL ENGINEERING COMPANY LIMITED
14787,Rayongwittayakom School
14764,RCD DESIGNCENTER COMPANY LIMITED
14788,Real Estate Information Center / Government Housing Bank
14765,REAL INSURANCE BROKER COMPANY LIMITED
14766,REBACK SYSTEM COMPANY LIMITED
14767,REDD SPACE MANAGEMENT LIMITED
14789,Regents International School
14768,RENAZZO MOTOR COMPANY LIMITED
14769,"RENO (THAILAND) CO., LTD."
24537,"REVER AUTOMOTIVE CO., LTD."
14770,"REVER LEASING CO., LTD."
14771,"RFS CO.,LTD."
14772,RHB SECURITIES (THAILAND) PUBLIC COMPANY LIMITED
14773,RHOM BHO PROPERTY PUBLIC COMPANY LIMITED
14774,RIANTHAI INTERPLAS COMPANY LIMITED
14775,RICH & T COMPANY LIMITED
14776,RICH SPORT PUBLIC COMPANY LIMITED
14777,"RICOH (THAILAND) CO., LTD."
14778,"RIVERPRO PULP & PAPER CO.,LTD."
14779,"ROCKET8 CO., LTD."
14780,ROOJAI COMPANY LIMITED
14790,Royal Forest Department
14781,"ROYAL PARK VIEW HOTEL CO., LTD."
14782,ROYAL PORCELAIN PUBLIC COMPANY LIMITED
14791,Royal Thai Air Force - GPU Project
14783,"ROYALTEC INTERNATIONAL CO., LTD."
14792,S 11 GROUP PUBLIC COMPANY LIMITED
14793,"S C G (THAILAND) CO., LTD."
14794,S K INTER FOOD COMPANY LIMITED
14795,"S LEASING CO., LTD."
14796,"S P C SOFT CO.,LTD."
14797,S. C. RUBBER COMPANY LIMITED
14798,"S.A.S.INTERCONNECT CO.,LTD."
14799,S.B.C. SOFTWARE COMPUTER
14800,S.B.P. TIMBER GROUP COMPANY LIMITED
14801,"S.C. ARTISTRY CO., LTD."
14802,"S.C.G. INDUSTRY CO., LTD."
14803,S.J.C.CONCREST COMPANY LIMITED
14804,S.K. AUTO PAINT COMPANY LIMITED
14805,S.KHEMARAT JAPAN FOOD COMPANY LIMITED
14806,"S.KHEMRAT INDUSTRY CO., LTD."
14807,S.M.ENGINEER COMPANY LIMITED
14808,"S.P.P.CONCEPT ACCOUNTING CO.,LTD."
14809,"S.S. MANUFACTORING CO., LTD."
14810,S.S.FILM PROCESS LIMITED PARTNERSHIP
14811,SABINA PUBLIC COMPANY LIMITED
14812,"SABUY LEASING CO., LTD."
14813,SAHA CRANE AUCTION COMPANY LIMITED
14814,SAHA LAWSON COMPANY LIMITED
14815,"SAHA PLUM CO., LTD."
14816,"SAHACHAIKIJKARNPIM CO., LTD."
14817,SAHAVIRIYA STEEL INDUSTRIES PUBLIC COMPANY LIMITED
14818,SAILOM BUSINESS Company Limited
14819,"SAILUM TRANSPORT CO., LTD."
14820,SALADAENG COMPANY LIMITED
14821,SALLMAMMS (FAR EAST) LIMITED
14822,"SAMPS ICON (THAILAND) CO., LTD."
14823,SANGFAH CONSTRUCTION COMPANY LIMITED
14824,"SAPCON ENGINEERING CO., LTD."
14949,Satit Prasarnmit International Programme
14825,SAUNA ITALIA (THAILAND) COMPANY LIMITED
14826,SAWATUDOM ENGINEERING (RAYONG) COMPANY LIMITED
14827,SB (THAILAND) COMPANY LIMITED
14828,SC INVENTION TECHNOLOGY COMPANY LIMITED
14829,"SC SOLUTIONS CONTROL CO., LTD."
14830,SCG ROOFING
14831,SEA HORSE MARITIME COMPANY LIMITED
14832,SEACON COMPANY LIMITED
14833,SEEN DIGITAL COMPANY LIMITED
14834,SENKO ADVANCED COMPONENTS (THAILAND) COMPANY LIMITED
14835,SEVEN WIRE COMPANY LIMITED
14836,"SEXY SOLAR CO., LTD."
14837,SHARICH HOLDING COMPANY LIMITED
14950,Sheraton Huahin Hotel
14838,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED
14839,"SHINDENGEN (THAILAND) CO., LTD."
14840,SHONICHI COMPANY LIMITED
14841,"SHOWA ELECTRIC (THAILAND) CO., LTD."
14842,"SHOWA KOSAN (THAILAND) CO., LTD."
14843,"SIAM A PLUS SERVICES CO., LTD."
14844,"SIAM AT SIAM CO.,LTD."
14845,SIAM BUSINESSFILM LIMITED PARTNERSHIP
14846,SIAM CALSONIC COMPANY LIMITED
14847,"SIAM CITY INSURANCE CO., LTD."
14848,"SIAM CONSULTANT & BROKERS CO., LTD."
26856,"SIAM DENKI ENGINEERING CO.,LTD."
14849,"SIAM DENSO MANUFACTURING CO., LTD."
14850,"SIAM GLOBAL GROUP CO.,LTD."
14851,"SIAM GOSHI MANUFACTURING CO., LTD."
14852,SIAM K SAHAKHONSONG LIMITED PARTNERSHIP
14853,"SIAM KUBOTA CORPORATION CO.,LTD."
14854,"SIAM METRICS TECHNOLOGY CO., LTD."
14855,SIAM MODIFIED STARCH COMPANY LIMITED
14856,SIAM MOTER COMPANY LIMITED
14857,SIAM MOTORS LOGISTICS COMPANY LIMITED
14858,SIAM MOTORS PARTS COMPANY LIMITED
14859,SIAM NISSAN BODY COMPANY LIMITED
14860,"SIAM NISSAN SALES CO.,LTD."
14861,SIAM POWER COMPANY LIMITED
14862,SIAM PRE-BUILT COMPANY LIMITED
14863,SIAM PREMIER INTERNATIONL LAW OFFICE LIMITED
14864,SIAM QUALITY WORK COMPANY LIMITED
14865,SIAM RIKEN INDUSTRIAL COMPANY LIMITED
14866,SIAM SAISON COMPANY LIMITED
14867,SIAM STEEL GARTINGS COMPANY LIMITED
14868,"SIAM STONE ARCHITECT CO., LTD."
14869,SIAM SYNDICATE TECHNOLOGY PUBLIC COMPANY LIMITED
14870,SIAM T.M.C MANUFACTURING COMPANY LIMITED
14871,SIAM TAKUMA COMPANY LIMITED
14872,"SIAM TELECOM ACCES CO., LTD."
14873,"SIAM TOBACCO EXPORT CORPORATION CO., LTD."
14875,"SIAMESE ASSET CO.,LTD."
14874,"SIAMESE ASSET CO.,LTD. PUBLIC COMPANY LIMITED"
14876,"SIAMESE INTERCOM CO.,LTD."
14877,SIAMGAS AND PETROCHEMICALS PUBLIC COMPANY LIMITED
14878,"SIAMPRESS CO., LTD."
14879,SIMILAN TECHNOLOGY COMPANY LIMITED
15152,"Sing Sanguan & Sons Co., Ltd."
14880,SINGHA ESTATE PUBLIC COMPANY LIMITED
14881,SINGULARITY SOLUTION COMPANY LIMITED
14882,"SINHUA HOCK KEE TRADING (THAILAND) CO., LTD."
14883,SINO LOGISTICS CORPORATION PUBLIC COMPANY LIMITED
14884,SINO-THAI ENGINEERING & CONSTRUCTION PUBLIC COMPANY LIMITED
14885,SINSAP PAYUK COMPANY LIMITED
14886,SIPPER NETWORK COMMUNICATIONS COMPANY LIMITED
14887,SIRAROM PROPERTY COMPANY LIMITED
14888,SIRI PRO COMPANY LIMITED
14889,SIRIBUNCHA COMPANY LIMITED
14890,SIRISHIN PLUS COMPANY LIMITED
14891,SITRON POWER PUBLIC COMPANY LIMITED
14892,"SIXNATURE NETWORK CO., LTD."
14893,SK PLUS SERVICE COMPANY LIMITED
14894,SKGROUP (THAILAND) COMPANY LIMITED
14895,SKY FUSION TECHNOLOGY COMPANY LIMITED
14896,SKY LIGHTING INDUSTRY COMPANY LIMITED
14897,"SKY OS CO., LTD."
14898,SMART INNOVATION COMPANY LIMITED
14899,"SMART LIFE TECHNOLOGY CO., LTD."
14900,SMART TELEBIZ COMPANY LIMITED
14901,SMARTFINN SOLUTIONS COMPANY LIMITED
24699,SMC (THAILAND) COMPANY LIMITED
14902,"SMCSIAM CORPORATION CO., LTD."
14903,SMILE XD COMPANY LIMITED
14904,SNP FOOD KANCHANABURI COMPANY LIMITED
14905,"SO SECURITY SYSTEM CO.,LTD."
14907,"SO-AT SOLUTION CO., LTD."
14906,"SOCKET 9 CO.,LTD."
26113,"Soft powerit co.,ltd"
14908,SOFTLIFE ERP COMPANY LIMITED
14909,"SOFTTECH MEDCARE CO., LTD."
14910,"SOJITZ AUTOMOTIVE GROUP (THAILAND) CO., LTD."
14911,SOLAR ENERGY SOCIETY COMPANY LIMITED
14912,SOLUTION TECH COMPANY LIMITED
14913,SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED
14914,SOMPO JAPAN NIPPONKOA INSURANCE (THAILAND) PUBLIC COMPANY LIMITED
14915,"SOUTH EAST ASIA INTERNATIONAL CO.,LTD."
14916,SRA MANAGEMENT COMPANY LIMITED
14917,"SRISAWAD CAPITAL CO., LTD."
14951,"Srisawad Capital Leasing Co., Ltd."
14952,Srisawad Vietnam LLC
14918,"SRISENA GROUP CO., LTD."
14919,SRP INTERNETWORK LIMITED PARTNERSHIP
14920,ST ASSET COMPANY LIMITED
14921,STAR MARK MANUFACTURING COMPANY LIMITED
14922,STARK CORPORATION PUBLIC COMPANY LIMITED
14923,STARS MICROELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED
14924,"STEP INNOVATION CO., LTD."
14925,"STERN (THAILAND) CO.,LTD."
14926,STESSA INSURANCE BROKER COMPANY LIMITED
14927,"STRR ENGINEERTING CO.,LTD."
14928,STS CORPORATION COMPANY LIMITED
14953,Student Loan
14929,SUB SRI THAI PUBLIC COMPANY LIMITED
14930,"SUCCESS MAX CO., LTD."
14931,SUCCESSMORE BEING PUBLIC COMPANY LIMITED
14932,"SUKISHI INTERGROUP CO.,LTD."
14933,SUMITOMO MITSUI AUTO LEASING & SERVICE (THAILAND) COMPANY LIMITED
26007,"SUMMIT ELECTRONIC COMPONENTS CO., LTD."
14934,"SUMMITGRADE LTD., PART."
26927,"sun services co., ltd"
14935,SUN VENDING TECHNOLOGY PUBLIC COMPANY LIMITED
14936,SUN-WA TECHNOS ASIA (THAILAND) COMPANY LIMITED
14937,SUPER ENERGY CORPORATION PUBLIC COMPANY LIMITED
14938,"SUPERDRUG CARE CO., LTD."
14939,"SUPHAMITR STORE CO., LTD."
14940,SUPREME DISTRIBUTION
14941,SUSHI SEKI COMPANY LIMITED
14942,"SWITCH UNIVERSAL CO., LTD."
14943,SYNERGY COMMODITIES TRADE COMPANY LIMITED
14944,"SYNERGY LIFE CO., LTD."
14945,SYNERGY TECHNOLOGY COMPANY LIMITED
14946,SYNNEX (THAILAND) PUBLIC COMPANY LIMITED
14947,SYSLINK TECHNOLOGY COMPANY LIMITED
14948,SYSTEM PRIME COMPANY LIMITED
14954,T & T OPENING COMPANY LIMITED
14955,T 2 U COMPANY LIMITED
14957,T Q M INSURANCE BROKER COMPANY LIMITED
14956,T R C CONSTRUCTION PUBLIC COMPANY LIMITED
14958,"T.CREATOR GROUP CO., LTD."
14959,"T.I.S SHIPPING AGENCY (THAILAND) CO., LTD."
14960,"T.M.C.INDUSTRIAL CO.,LTD."
14961,T.M.I.DRILL & CONSTRUCTION COMPANY LIMITED
14962,T.R.V. RUBBER PRODUCTS PUBLIC COMPANY LIMITED
14963,T.R.Y.ENTERPRISE COMPANY LIMITED
14964,T.T.S. ENGINEERING (2004) COMPANY LIMITED
14965,TAC SAVING COOPERATIVE LIMITED
14966,TAM HITECH SERVICE COMPANY LIMITED
24700,TAM INTERNET COMPANY LIMITED
14967,TARATHIP COMPANY LIMITED
14968,TASCO INTERNATIONAL COMPANY LIMITED
14969,"TAT ENERGY & ENGINEERING CO., LTD."
14970,TAWAN PRODUCE COMPANY LIMITED
14971,TCONSIAM COMPANY LIMITED
14973,TEAM CONSULTING ENGINEERING AND MANAGEMENT PUBLIC COMPANY LIMITED
14972,"TECH AUTO SOL CO., LTD."
14974,"TECH BASECAMP CO., LTD."
15066,Technology Promotion Association (Thailand-Japan)
14975,TECHSAUCE MEDIA COMPANY LIMITED
14976,"TEERAVATSURIN CONSTRUCTION CO., LTD."
14978,"TELEVICE IT CO., LTD."
14977,"TERAL THAI CO., LTD."
14979,TERRABIT COMPANY LIMITED
14980,"TERRACO INDUSTRY (THAILADN) CO., LTD."
14981,"TESCO ENGINEERS CO., LTD."
