objectId,label
14982,"TEXCHEM-PACK (THAILAND) CO.,LTD."
24701,"THAI AGRO EXCHANGE CO., LTD."
15067,Thai Airway International Saving
14983,"THAI ART MUSEUM CO.,LTD."
14984,THAI BEVERAGE PUBLIC COMPANY LIMITED
14985,THAI CENTRAL CHEMICAL PUBLIC COMPANY LIMITED
14986,THAI CREDIT BANK PUBLIC COMPANY LIMITED
14987,"THAI DELICA CO., LTD."
14989,THAI FOOD RESEARCH CENTER COMPANY LIMITED
24530,Thai Institute of Directors (IOD)
14988,"THAI INSURANCE RESEARCH AND DEVELOPMENT CO., LTD."
14990,THAI INTERNATIONAL RENT A CAR COMPANY LIMITED
14991,THAI KAMEDA COMPANY LIMITED
14992,"THAI MARINE PROTECTION CO.,LTD."
14993,THAI NAKARIN HOSPITAL PUBLIC COMPANY LIMITED
14994,THAI NISSHIN SEIFUN COMPANY LIMITED
14995,THAI NONDESTRUCTIVE TESTING PUBLIC COMPANY LIMITED
14996,"THAI OKAWA CO.,LTD."
18137,THAI PARKERIZING COMPANY LIMITED
14997,"THAI POLYACETAL CO., LTD."
14998,THAI POLYCONS PUBLIC COMPANY LIMITED
26105,Thai Red Cross AIDS and Infectious Diseases Research Centre
14999,"THAI RUNG UNION CAR CO., LTD."
15000,THAI RUNG UNION CAR PUBLIC COMPANY LIMITED
26020,"THAI SUMMIT PK CORPORATION CO.,LTD."
15001,"THAI TAKASAGO CO.,LTD."
15002,"THAI TOKO ENGINEERING CO., LTD."
15003,THAI UNITED PLASTIC INDUSTRY COMPANY LIMITED
15004,THAI WIRE PRODUCTS PUBLIC COMPANY LIMITED
15005,THAIFOODS GROUP PUBLIC COMPANY LIMITED
15068,Thailand Institute of Justice (Public Organization)
15069,Thailand Institute of Scientific and Technological Research
15006,THAILANDPOST DISTRIBUTION COMPANY LIMITED
15007,"THAIMEKKI CO., LTD"
15070,Thainakornpaint and chemical Company Limited
15008,THAIPHANID V D O COMPANY LIMITED
15009,THAIPHASUK ENERGY COMPANY LIMITED
15010,THAIPLASTIC RECYCLE GROUP COMPANY LIMITED
15011,THAN LOK COMPANY LIMITED
15013,"THANIYA RETAIL CO., LTD."
15012,THE ARCHITECTS & TURN KEY LTD.
15014,THE COOL COMPANY LIMITED
15015,THE DEVES INSURANCE PUBLIC COMPANY LIMITED
15016,THE EXISTING COMPANY LIMITED
21280,"THE FIVE TECHNOLOGY CO., LTD."
15017,"THE FIVE TECHNOLOGY CO., LTD."
15018,THE KRUNG THEP THANAKOM COMPANY LIMITED
15019,THE LINK COMPANY LIMITED
15020,THE NAVAKIJ INSURANCE PUBLIC COMPANY LIMITED
15071,The Office of SMEs Promotion
15021,"THE OLDTOWN HERITAGE CO., LTD."
15022,THE ONE ENTERPRISE PUBLIC COMPANY LIMITED
15023,THE ONE LOGISTICS COMPANY LIMITED
15072,The Pharmacy Council of Thailand
15024,THE PHYA THAI II HOSPITAL COMPANY LIMITED
15025,THE PRODIGY GROUP COMPANY LIMITED
15073,The Revenue Department
15026,THE SIAM INDUSTRIAL WIRE COMPANY LIMITED
26848,"THE VALUATION & CONSULTANTS CO., LTD."
15027,THE VIRIYAH INSURANCE PUBLIC COMPANY LIMITED
15074,Thima Design (Project : JP Skin)
15028,THINK SQUARED COMPANY LIMITED
15029,THINKING 2 REVOLUTION COMPANY LIMITED
15030,THIPPIROM PROPERTY COMPANY LIMITED
15031,THONBURI HEALTHCARE GROUP PUBLIC COMPANY LIMITED
15032,"THONGCHAI INDUSTRYIES CO., LTD."
15033,THR COOL GROUP COMPANY LIMITED
15034,THREESIXTY SUPPLY CHAIN COMPANY LIMITED
15035,TIPBUNPHOT GROUP COMPANY LIMITED
15036,"TOA PERFORMANCE COATING CORPORATION CO.,LTD."
26899,"TOP MULTIPRINT CO., LTD."
15037,TOP TRADER COMPANY LIMITED
15038,TOPPAN EDGE (THAILAND) LIMITED
15039,TOPTIER INNOVATION COMPANY LIMITED
15040,TOPTIER IT MANPOWER COMPANY LIMITED
15041,TOTAL PRECAST COMPANY LIMITED
15075,"Total Solution Insurance Broker Co., Ltd."
15042,TOYO TAS CONSULTING COMPANY LIMITED
15043,"TOYOTA MAHASARAKHAM CO., LTD."
15044,"TOYOTA MATERIAL HANDLING WAREHOUSE SOLUTIONS (THAILAND) CO., LTD."
26908,"Toyota Tsusho System (Thailand) Co.,Ltd"
15045,"TOYOTA TSUSHO SYSTEMS (THAILAND) CO., LTD."
15046,TPT PETROCHEMICALS PUBLIC COMPANY LIMITED
15047,"TRANG PALM OIL CO., LTD."
15048,"TRANSCOSMOS (THAILAND) CO., LTD."
15049,TREE MONEY HOLDING COMPANY LIMITED
15050,TREND MICRO (THAILAND) COMPANY LIMITED
15051,"TRI - WALL PACKAGING ( THAI ) CO.,LTD."
15052,TRINITY ROOTS COMPANY LIMITED
15053,"TRIPANYA CO.,LTD."
15054,"TRISTAR FLOATING RESTAURANT CO., LTD."
15055,TRITON ENGINEERING AND CONSTRUCTION PUBLIC COMPANY LIMITED
15056,TRITON HOLDING PUBLIC COMPANY LIMITED
15057,TRUELOGIC COMPANY LIMITED
15058,TSFC SECURITIES PUBLIC COMPANY LIMITED
15059,"TSSK LOGISTICS CO., LTD."
15060,TT FUJI TOOL SUPPORT COMPANY LIMITED
15061,TUKEJAI TECH LIMITED PARTNERSHIP
15062,"TUNGTHANASIN CO., LTD."
15063,TURBINEAERO REPAIR LTD.
15064,TURNKEY COMMUNICATION SERVICES PUBLIC COMPANY LIMITED
15065,"TWO PLUS SOFT CO., LTD."
15076,U-HEALTHY COMPANY LIMITED
15077,UBIS (ASIA) PUBLIC COMPANY LIMITED
15078,UCLOUD COMPANY LIMITED
15079,UDON JAPANFOOD COMPANY LIMITED
26096,uih
15101,Underwriters Association
15080,UNI-PRESIDENT (THAILAND) LTD.
15081,UNILTFE INTERNATIONAL COMPANY LIMITED
15082,"UNION AUTOPARTS MANUFACTURING CO., LTD."
15083,"UNION CHEMICALS & EQUMPMENTS CO., LTD."
15084,UNION LIFE INSURANCE PUBLIC COMPANY LIMITED
15085,UNIQUE ENGINEERING AND CONSTRUCTION PUBLIC COMPANY LIMITED
15086,UNIQUE GAS & PETROCHEMICAL PUBLIC COMPANY LIMITED
15087,"UNIQUE PLASTIC INDUSTRY CO., LTD."
15088,UNITED COIL CENTER LIMITED
15089,UNITED DISTRIBUTION BUSINESS COMPANY LIMITED
15090,"UNITED INFORMATION HIGHWAY CO., LTD."
15091,UNITED OFFSHORE AVIATION COMPANY LIMITED
15092,"UNITED TELECOM SALES & SERVICES CO., LTD."
15093,"UNITY GROUP CO., LTD."
15094,UNITY SOFT COMPANY LIMITED
15095,UNIVERSAL ADSORBENTS & CHEMICALS PUBLIC COMPANY LIMITED
15102,University of the Thai Chamber of Commerce
15096,UNIXDEV COMPANY LIMITED
15097,UOB KAY HIAN SECURITIES (THAILAND) PUBLIC COMPANY LIMITED
15103,Upa Intertrade Co Ltd
15098,"URBANWAY HOLDING CO., LTD."
15099,USE. FLO-LINE COMPANY LIMITED
15100,USUI INTERNATIONAL CORPORATION (THAILAND) LIMITED
26952,"Utel Co.,Ltd"
15104,V.M.C SAFETY GLASS (THAILAND) COMPANY LIMITED
15105,V2N DEVELOPER COMPANY LIMITED
15106,"VANTA CAPITAL CO., LTD."
15107,VENINE CABLE ELECTRIC WIRE COMPANY LIMITED
15108,"VET RECOMMENDED CO., LTD."
15109,VGI PUBLIC COMPANY LIMITED
15115,"Victory Management Service Co.,Ltd."
15110,"VINCENT INTERNATIONAL CO., LTD."
15111,VIRGIN ACTIVE (THAILAND) LIMITED
15112,"VIRIYAH INNOVATION CO., LTD."
15113,VIRIYAH SUPPLY COMPANY LIMITED
15114,VOICETEL COMPANY LIMITED
15116,"WAAN EXCHANGE CO., LTD."
15117,"WANGNAMYEN DAIRY EMPLOYEE WELFARE COFFEE SHOP CO.,LTD."
15118,WARRIX SPORT PUBLIC COMPANY LIMITED
15119,WATER POG COMPANY LIMITED
15120,WATTANAPAT HOSPITAL TRANG PUBLIC COMPANY LIMITED
15121,WAYLAR CORPORATION LIMITED
15123,WEEAT COMPANY LIMITED
15122,"WEGITAL CO., LTD."
15125,WELLNESS PRODUCT DEVELOPMENT CENTER COMPANY LIMITED
14426,"WELPLAY CO., LDT."
15124,WEVOLUTION GROUP COMPANY LIMITED
15127,WICE LOGISTICS PUBLIC COMPANY LIMITED
15126,WIDE FAITH FOODS COMPANY LIMITED
15128,WILL TELECOM (THAILAND) COMPANY LIMITED
15129,WIN CHANCE FOODS COMPANY LIMITED
15130,"WING LEASING CO., LTD."
15131,"WIRE ENGINEERING INDUSTRIAL CO.,LTD."
15132,WIROON & GWYNESS COMPANY LIMITED
15133,WITHITHAI REAL ESTATE COMPANY LIMITED
15134,"WIZS ENTERPRISE GROUP CO.,LTD."
15135,"WORLDLEASE CO., LTD."
15136,"XCELLENCE CORPORATION CO.,LTD."
15137,XSPRING CAPITAL PUBLIC COMPANY LIMITED
15138,XYLOGICS SERVICES COMPANY LIMITED
15139,YA SALES & SERVICES COMPANY LIMITED
15140,YAMATO UNYU (THAILAND) COMPANY LIMITED
15141,YDM (THAILAND) COMPANY LIMITED
15142,YEHPATTANA TAYEH COMPANY LIMITED
15143,YIP IN TSOI & COMPANY LIMITED
15144,YMT INNOVATION COMPANY LIMITED
15145,"YOKOHAMA RUBBER (THAILAND) CO., LTD."
15146,"YOKOHAMA TIRE SALES (THAILAND) CO.,LTD."
15147,YUDO (THAILAND) COMPANY LIMITED
15148,"YUSEN FOOD SUPPLY CHAIN (THAILAND) CO., LTD."
15149,"YUSEN LOGISTICS (THAILAND) CO., LTD."
15150,YVES ROCHER (THAILAND) COMPANY LIMITED
15151,ZEON DAVANCED POLYMIX COMPANY LIMITED
26065,บริษัท ธนาคารกสิกรไทย จำกัด (มหาชน)
26941,บริษัท ริช สปอร์ต จำกัด (มหาชน)
26137,สำนักงานนโยบายและแผนทรัพยากรธรรมชาติและสิ่งแวดล้อม (ONEP)
